Student,LPIPS,SSIM
1092B0020.jpg,0.0,1.0
112598006.jpg,0.46340179443359375,0.6780134019854469
109AB0032.jpg,0.5059964060783386,0.6875031491531766
109AB0057.png,0.5062304139137268,0.6550960037911129
109590018.jpg,0.5171341300010681,0.6290260790013914
109590028.jpg,0.5366885662078857,0.6354264410698642
1082B0005.jpg,0.5409035682678223,0.6580642455603729
109300219.jpg,0.5517184734344482,0.6711250687437958
109590029.jpg,0.571638286113739,0.62209637085717
